,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mid-Way Through 2018-19 Season,Mid-Way Through 2018-19 Season,,,,,,,,,,,,,,,,,,,,
Step,League,"2021-22
Position",2021-22 Promoted,"2022-23
6,Spartan South Midlands League Div. One,3,1,9,1,Winslow United,,,"1,610","1,906","1,909","2,011",,,"2,071",,"2,359",,"2,568",,"2,657","2,731","2,804",163,,,,
6,Spartan South Midlands League Div. One,5,1,13,1,Wellingborough Whitworth,,,654,770,776,864,,,863,,889,,943,,963,980,977,37,,,,
6,Spartan South Midlands League Div. One,6,1,5,1,Northampton Sileby Rangers,,,0,358,368,429,,,498,,629,,716,,795,896,949,180,,,,
6,Spartan South Midlands League Div. One,7,1,6,1,Huntingdon Town,,,967,"1,311","1,344","1,462",,,"1,541",,"1,866",,"1,965",,"2,051","2,149","2,212",184,,,,
6,Spartan South Midlands League Div. One,9,1,17,1,Buckingham ,,,"1,599","1,807","1,828","1,945",,,"2,017",,"2,294",,"2,441",,"2,581","2,662","2,806",221,,,,
6,Spartan South Midlands League Div. One,11,1,14,1,Rushden & Higham United,,,785,883,880,910,,,943,,"1,075",,"1,146",,"1,263","1,425","1,496",279,,,,
6,Spartan South Midlands League Div. One,12,1,12,1,Letchworth Garden City Eagles,,,,,,,,,,,"1,908",,"2,027",,"2,094","2,132","2,201",105,,,,
6,Spartan South Midlands League Div. One,15,1,18,1,Langford,,,"1,270","1,428","1,439","1,571",,,"1,638",,"2,264",,"2,342",,"2,336",508,574,"-1,834",,,,
6,Spartan South Midlands League Div. One,17,1,15,1,Raunds Town,,,"1,416","1,600","1,588","1,624",,,"1,621",,427,,579,,689,945,"1,027",366,,,,
6,Spartan South Midlands League Div. One,19,1,11,1,Burton Park Wanderers,,,0,0,0,278,,,326,,410,,413,,150,413,345,0,,,,
6,SW Peninsula League Div. One East,3,1,2,1,Okehampton Argyle,,,,,,,,,,,955,,"1,109",,"1,189","1,285","1,354",176,,,,
6,SW Peninsula League Div. One East,4,1,4,1,Ivybridge Town,,,,"1,894","1,926","2,028",,,"2,124",,"2,347",,"2,486",,"2,566","2,627","2,726",141,,,,
6,SW Peninsula League Div. One East,5,1,7,1,Newton Abbot Spurs,,,,"1,791","1,839","2,037",,,"2,138",,"2,357",,"2,500",,"2,567","2,620","2,679",120,,,,
6,SW Peninsula League Div. One East,6,1,6,1,Axminster Town,,,,"1,037","1,071","1,170",,,"1,228",,"1,527",,"1,706",,"1,832","1,909","1,948",203,,,,
6,SW Peninsula League Div. One East,7,1,14,1,Dartmouth,,,,806,823,890,,,946,,"1,096",,"1,196",,"1,274","1,326","1,369",130,,,,
6,SW Peninsula League Div. One East,9,1,10,1,Cullompton Rangers,,,,"1,830","1,864","1,959",,,"2,011",,"2,071",,"2,224",,"2,307","2,362","2,410",138,,,,
6,SW Peninsula League Div. One East,12,1,15,1,Torrington,,,,483,497,704,,,823,,"1,010",,"1,107",,"1,161","1,227","1,268",120,,,,
6,SW Peninsula League Div. One East,13,1,5,1,Bovey Tracey,,,,"1,182","1,218","1,355",,,"1,418",,"1,601",,"1,753",,"1,881","1,977","2,046",224,,,,
6,SW Peninsula League Div. One East,14,1,16,1,Elburton Villa,,,,"2,110","2,152","2,335",,,"2,465",,"2,747",,"2,903",,"3,000","3,050","3,089",147,,,,
6,SW Peninsula League Div. One East,15,1,13,1,Honiton Town,,,,708,725,826,,,894,,"1,055",,"1,177",,"1,244","1,324","1,361",147,,,,
6,SW Peninsula League Div. One East,16,1,3,1,Crediton United,,,,"1,097","1,121","1,225",,,"1,264",,"1,418",,"1,541",,"1,674","1,742","1,792",201,,,,
6,SW Peninsula League Div. One East,17,1,12,1,Torridgeside,,,,805,828,918,,,980,,"1,090",,"1,185",,"1,244","1,305","1,343",120,,,,
6,SW Peninsula League Div. One East,19,1,9,1,Sidmouth Town,,,,333,366,456,,,509,,738,,874,,985,"1,064","1,102",190,,,,
6,SW Peninsula League Div. One East,20,1,21,1,Bishops Lydeard,,,976,"1,159","1,179","1,279",,,"1,329",,"1,592",,"1,692",,"1,844","1,913","1,953",221,,,,
6,SW Peninsula League Div. One West,2,1,3,1,Liskeard Athletic,,,,493,546,727,,,831,,"1,139",,"1,353",,"1,467","1,596","1,759",243,,,,
6,SW Peninsula League Div. One West,3,1,2,1,Wendron United,,,,"1,519","1,553","1,672",,,"1,765",,"2,015",,"2,149",,"2,225","2,332","2,377",183,,,,
6,SW Peninsula League Div. One West,4,1,9,1,Camelford,,,,"1,035","1,052","1,134",,,"1,231",,"1,423",,"1,497",,"1,566","1,636","1,658",139,,,,
6,SW Peninsula League Div. One West,6,1,7,1,Dobwalls,,,,"1,335","1,352","1,457",,,"1,546",,"1,791",,"1,884",,"1,970","2,053","2,102",169,,,,
6,SW Peninsula League Div. One West,7,1,12,1,Bodmin Town,,,,"2,374","2,432","2,628",,,"2,780",,"3,115",,"3,364",,"3,490","3,593","3,740",229,,,,
6,SW Peninsula League Div. One West,8,1,14,1,Launceston,,,,"2,075","2,089","2,192",,,"2,290",,"2,513",,"2,601",,"2,656","2,693","2,738",92,,,,
6,SW Peninsula League Div. One West,9,1,10,1,Callington Town,,,,"2,122","2,145","2,274",,,"2,353",,"2,690",,"2,829",,"2,904","2,979","3,017",150,,,,
6,SW Peninsula League Div. One West,10,1,4,1,Wadebridge Town,,,,"1,320","1,338","1,433",,,"1,524",,"1,819",,"2,012",,"2,232","2,361","2,461",349,,,,
6,SW Peninsula League Div. One West,10,1,17,1,Holsworthy,,,,548,575,650,,,666,,889,,"1,079",,"1,150","1,260","1,321",181,,,,
6,SW Peninsula League Div. One West,11,1,6,1,Newquay,,,,424,439,446,,,523,,"1,011",,"1,245",,"1,442","1,570","1,685",325,,,,
6,SW Peninsula League Div. One West,12,1,8,1,AFC St Austell,,,,"3,733","3,750","3,858",,,"3,958",,"4,193",,"4,322",,"4,409","4,476","4,524",154,,,,
6,SW Peninsula League Div. One West,14,1,15,1,Sticker,,,,"1,726","1,741","1,827",,,"1,888",,"2,014",,"2,121",,"2,178","2,240","2,286",119,,,,
6,SW Peninsula League Div. One West,16,1,13,1,Penzance,,,,"1,402","1,445","1,542",,,"1,648",,"1,841",,"1,952",,"2,042","2,164","2,201",212,,,,
6,SW Peninsula League Div. One West,17,1,16,1,St Dennis,,,,,,,,,,,,,"2,213",,"2,282","2,322","2,352",109,,,,
6,United Counties League Div. One,4,1,6,1,Radford,,,"1,788","2,007","2,151","2,303",,,"2,440",,"2,752",,"2,928",,"3,094","3,242","3,293",314,,,,
6,United Counties League Div. One,7,1,11,1,Dunkirk,,,"3,360","3,562","3,585","3,669",,,"3,737",,"4,065",,"4,199",,"4,355","4,372","4,403",173,,,,
6,United Counties League Div. One,9,1,10,1,Kirby Muxloe ,,,"1,877","2,187","2,266","2,379",,,"2,499",,"2,708",,"2,914",,"3,035","3,104","3,154",190,,,,
6,United Counties League Div. One,10,1,9,1,Harrowby United,,,"1,414","1,383","1,355","1,354",,,"1,356",,"1,328",,"1,329",,"1,323","1,589","1,627",260,,,,
6,United Counties League Div. One,11,1,12,1,Clifton All Whites,,,"2,241","2,459","2,469","2,601",,,"2,687",,"3,062",,"3,235",,"3,289","3,324","3,359",89,,,,
6,United Counties League Div. One,12,1,2,1,Birstall United Social,,,"1,538","1,763","1,786","1,882",,,"1,959",,"2,245",,"2,363",,"2,557","2,746","2,788",383,,,,
6,United Counties League Div. One,13,1,19,1,Gedling Miners Welfare,,,"1,649","1,971","2,007","2,124",,,"2,227",,"2,527",,"2,644",,"2,709","2,842","2,884",198,,,,
6,United Counties League Div. One,14,1,18,1,Saffron Dynamo,,,846,"1,095","1,117","1,175",,,"1,219",,"1,448",,"1,668",,"1,760","1,800","1,853",132,,,,
6,United Counties League Div. One,15,1,20,1,Leicester St Andrews,,,"2,287","2,460","2,460","2,570",,,"2,611",,"2,877",,"3,140",,"3,240","3,313","3,329",173,,,,
6,United Counties League Div. One,16,1,7,1,Lutterworth Athletic,,,412,446,471,629,,,705,,957,,"1,067",,"1,160","1,230","1,315",163,,,,
6,United Counties League Div. One,16,1,13,1,Rainworth Miners Welfare,,,"3,522","3,734","3,727","3,842",,,"3,916",,"4,182",,"4,288",,"4,407","4,484","4,513",196,,,,
6,United Counties League Div. One,17,1,16,1,West Bridgford,,,"2,271","2,571","2,587","2,819",,,"2,914",,"3,387",,"3,540",,"3,607","3,709","3,736",169,,,,
6,United Counties League Div. One,19,1,3,1,Bourne Town,,,"1,437","1,935","1,989","2,224",,,"2,287",,"2,758",,"3,101",,"3,350","3,634","3,759",533,,,,
6,United Counties League Div. One,20,1,7,1,Clipstone,,,"2,208","2,638","2,705","2,905",,,"3,012",,"3,374",,"3,597",,"3,772","3,947","4,006",350,,,,
6,United Counties League Div. One,20,1,17,1,Holwell Sports,,,0,0,368,480,,,547,,815,,951,,"1,027","1,086","1,137",135,,,,
6,United Counties League Div. One,22,1,8,1,Blackstones,,,"1,182","1,330","1,358","1,496",,,"1,555",,"1,823",,"2,003",,"2,069","2,138","2,183",135,,,,
6,Wessex League Div. One,3,1,2,1,Newport (IOW),,,"2,472",585,637,732,,,850,,"1,153",,"1,480",,"1,583","1,754","1,782",274,,,,
6,Wessex League Div. One,4,1,11,1,Folland Sports,,,854,"1,118","1,172","1,278",,,"1,350",,"2,709",,"2,890",,"2,993","3,049","3,081",159,,,,
6,Wessex League Div. One,6,1,7,1,Andover Town ,,,"2,288","2,554","2,575","2,673",,,"2,729",,"3,023",,"3,214",,"3,278","3,338","3,348",124,,,,
6,Wessex League Div. One,7,1,6,1,Downton,,,"2,257","2,555","2,654","3,102",,,"3,310",,"3,785",,"4,121",,"4,336","4,601","4,710",480,,,,
6,Wessex League Div. One,8,1,12,1,Romsey Town,,,"2,067","2,352","2,418","2,661",,,"2,829",,"3,118",,"3,245",,"3,330","3,437","3,513",192,,,,
6,Wessex League Div. One,9,1,3,1,New Milton Town,,,"1,930","2,244","2,329","2,541",,,"2,671",,"3,021",,"3,149",,"3,247","3,389","3,430",240,,,,
6,Wessex League Div. One,10,1,14,1,Verwood Town,,,"2,197","2,403","2,456","2,566",,,"2,651",,"2,973",,"3,135",,"3,218","3,315","3,351",180,,,,
6,Wessex League Div. One,11,1,10,1,Millbrook,,,,,,,,,,,"2,233",,"1,913",,"2,002","2,105","2,149",192,,,,
6,Wessex League Div. One,13,1,16,1,Whitchurch United,,,861,"1,084","1,149","1,257",,,"1,347",,"1,599",,"1,730",,"1,799","1,903","1,961",173,,,,
6,Wessex League Div. One,14,1,19,1,AFC Aldermaston,,,691,"1,016","1,040","1,100",,,"1,174",,"1,414",,"1,497",,"1,549","1,617","1,685",120,,,,
6,Wessex League Div. One,14,1,71,1,Ringwood Town ,,,"1,564","1,882","1,933","2,061",,,"2,172",,"2,462",,"2,630",,"2,719","2,821","2,865",191,,,,
6,Wessex League Div. One,15,1,18,1,Ash United,,,0,494,548,685,,,805,,"1,038",,"1,152",,"1,255","1,338","1,400",186,,,,
6,Wessex League Div. One,16,1,13,1,Fawley,,,"1,367","1,637","1,705","1,845",,,"1,930",,"2,179",,"2,360",,"2,442","2,503","2,525",143,,,,
6,Wessex League Div. One,17,1,15,1,East Cowes Victoria Athletic,,,"1,148","1,283","1,322","1,358",,,"1,415",,"1,604",,"1,723",,"1,802","1,915","1,973",192,,,,
6,Wessex League Div. One,19,1,9,1,Totton & Eling,,,"1,452","1,797","1,871","1,951",,,"2,002",,"2,088",,"2,205",,"2,249","2,302","2,344",97,,,,
6,Wessex League Div. One,20,1,16,1,Cove,,,840,"1,197","1,220","1,331",,,"1,502",,"1,773",,"1,957",,"2,047","2,106","2,222",149,,,,
6,Western League Div. One,2,1,10,1,Warminster Town,,,"2,102","2,459","2,494","2,602",,,"2,694",,"2,954",,"3,154",,"3,272","3,353","3,405",199,,,,
6,Western League Div. One,3,1,5,1,Wincanton Town,,,"1,073","1,308","1,360","1,495",,,"1,568",,"1,780",,"1,952",,"2,185","2,287","2,318",335,,,,
6,Western League Div. One,5,1,19,1,Radstock Town,,,"2,043","2,302","2,363","2,456",,,"2,551",,"2,797",,"2,992",,"3,154","3,274","3,315",282,,,,
6,Western League Div. One,6,1,18,1,Cheddar,,,"1,472","1,875","1,908","2,005",,,"2,091",,"2,344",,"2,523",,"2,614","2,703","2,741",180,,,,
6,Western League Div. One,7,1,3,1,Wells City,,,"2,077","2,382","2,406","2,513",,,"2,572",,"2,756",,"2,876",,"3,008","3,116","3,140",240,,,,
6,Western League Div. One,8,1,11,1,AEK Boco,,,,,,,,,,,"1,218",,"1,577",,"1,705","1,803","1,894",226,,,,
6,Western League Div. One,9,1,14,1,Odd Down,,,0,280,303,458,,,497,,806,,983,,"1,100","1,172","1,202",189,,,,
6,Western League Div. One,11,1,7,1,Bishop Sutton,,,"1,536","1,573","1,614","1,746",,,"1,804",,"2,095",,"2,236",,"2,394","2,487","2,543",251,,,,
6,Western League Div. One,14,1,17,1,Gillingham Town,,,,,,,,,,,"2,521",,"2,591",,"2,666","2,744","2,767",153,,,,
6,Western League Div. One,15,1,15,1,Hengrove Athletic,,,"2,033","2,296","2,344","2,461",,,"2,529",,"2,777",,"2,909",,"3,054","3,110","3,132",201,,,,
6,Western League Div. One,16,1,13,1,Portishead Town,,,"2,322","2,523","2,531","2,626",,,"2,692",,"2,930",,"3,075",,"3,189","3,262","3,359",187,,,,
6,Western League Div. One,17,1,12,1,Longwell Green Sports,,,"2,065","2,334","2,398","2,494",,,"2,542",,"2,882",,"3,015",,"3,091","3,208","3,259",193,,,,
6,Western League Div. One,19,1,16,1,Bristol Telephones,,,"1,413","1,650","1,661","1,723",,,"1,808",,"2,071",,"2,321",,"2,459","2,541","2,600",220,,,,
1,National League,23,0,12,1,Oldham Athletic,"55,347",,"60,079","63,983",,,,,,,"70,581","73,678","74,230","79,166","80,837","82,919","84,103","8,689",,,,
2,National League North,21,0,2,1,Kings Lynn Town,"8,120","8,266","8,512","11,654","12,100","13,045","13,653","14,619","15,020","15,348","16,903","17,358","17,432","17,992","18,691","19,527","19,946","2,095",,,,
2,National League South,22,0,19,1,Weymouth,"9,574","9,916","10,230","12,253","12,400","14,010","14,149","14,297","14,863","15,011","18,082","18,477","18,464","18,810","19,153","19,597","19,882","1,133",,,,
2,National League South,23,0,20,1,Dover Athletic,"19,797","20,064","20,370","22,123","22,200","22,532","22,746","22,913","23,263","23,538","24,986","25,845","25,955","26,258","26,277","26,625","26,864",670,,,,
3,Isthmian Premier League ,21,0,10,1,Billericay Town,"26,655","26,769","26,950","28,851","28,800","29,438","29,556","29,599","29,531",,"29,735","30,282","30,353","30,482","30,644","30,765","30,945",412,,,,
3,Northern Premier Division,22,0,13,1,Guiseley,"17,376","17,557","17,874","19,047","19,000","19,331","19,426","19,548","19,681",,"20,749","21,282","21,348","21,706","22,004","22,316","22,397",968,,,,
4,Isthmian League North,21,0,3,1,Lowestoft Town,"12,848","12,919","13,070","13,529","13,500","13,581","13,758","13,834","13,825","13,781","14,117","14,247","14,275",,"14,626","14,747","14,784",472,,,,
4,Isthmian League North,21,0,12,1,East Thurrock United,"10,536","10,635","10,787","11,312","11,300","11,547","11,611","11,660","11,632","11,556","11,893","12,191","12,243",,"12,408","12,560","12,633",317,,,,
4,Isthmian League South Central,20,0,7,1,Leatherhead,"9,187","9,244","9,324","10,031","10,100","10,265","10,331","10,385","10,398","10,378","11,042","11,640","11,738",,"12,147","12,258","12,361",520,,,,
4,Isthmian League South East,22,0,18,1,Merstham,"4,381","4,466","4,586","5,310","5,372","5,521","5,580","5,651","5,659","5,696","6,058","6,293","6,320",,"6,427","6,501","6,616",181,,,,
4,Northern League East Div.,22,0,16,1,Grantham Town,"8,095","8,856","9,085","10,090","10,200","10,527","10,616","10,672","11,059","11,283","12,255","12,495","12,570",,"12,958","13,054","13,062",484,,,,
4,Northern League West Div.,21,0,6,1,Witton Albion,"8,940","9,684","9,866","10,768","10,800","11,138","11,206","11,300","11,390","11,351","11,837","12,046","12,157",,"12,597","12,863","12,965",706,,,,
4,Southern Div. One South,22,0,5,1,Wimborne Town,"3,474","3,623","3,857","4,624","4,733","5,052","5,171","5,349","5,428","5,462","6,343","6,671","6,746",,"7,226","7,647","7,839",901,,,,
5,Combined Counties Premier Div. North,18,0,18,1,Chalfont St. Peter,"2,441","2,766","2,823","3,357","3,396","3,582","3,624","3,655","3,680","3,720","4,088","4,289","4,304",,"4,439","4,649","4,707",345,,,,
5,Eastern Counties Premier Div.,19,0,15,1,Soham Town Rangers,"4,278","4,483","4,567","4,952","4,973","5,257","5,291","5,321","5,323","5,323","5,652","5,732","5,761",,"5,960","6,016","6,080",255,,,,
5,Essex Senior League ,19,0,7,1,Barking,"3,852","4,296","4,429","5,052","5,110","5,409","5,498","5,554","5,584","5,700","6,245","6,490","6,597",,"6,809","6,918","7,000",321,,,,
5,Essex Senior League ,20,0,14,1,Romford,586,"1,076","1,178","8,012","8,644","8,732","8,775","8,684","8,536","8,308","7,953","7,897","7,939",,"8,041","8,097","8,129",158,,,,
5,Hellenic League Premier Div.,18,0,11,1,Mangotsfield United,"3,347","3,715","3,796","4,447","4,456","4,570","4,612","4,676","4,678","4,703","5,188","5,370","5,487",,"5,683","5,833","5,875",346,,,,
5,Hellenic League Premier Div.,20,0,10,1,Wantage Town,"3,431","3,460","3,492","3,913","3,997","4,166","4,201","4,267","4,276","4,266","4,550","4,676","4,756",,"4,940","5,128","5,178",372,,,,
5,North West Counties League Premier Div.,19,0,12,1,Kendal Town,"6,662","7,100","7,240","7,727","7,719","7,907","7,978","8,065","8,219","8,256","8,870","9,004","9,264",,"9,694","9,981","10,059",717,,,,
5,Northern Counties East League Premier Div.,18,0,17,1,Frickley Athletic,"8,918","9,368","9,505","10,280","10,300","10,534","10,624","10,663","10,728","10,701","11,005","11,159","11,220",,"11,778","11,956","11,955",736,,,,
5,Northern Counties East League Premier Div.,19,0,17,1,Pickering Town,"4,287","4,932","5,087","5,736","5,786","5,982","6,043","6,112","6,138","6,149","6,554","6,777","6,846",,"7,113","7,279","7,269",433,,,,
5,Southern Counties East League Premier Div.,20,0,5,1,Whitstable Town,"1,936","1,980","2,042","2,569","2,665","2,797","2,846","2,897","2,941","2,974","3,420","3,685","3,781",,"4,071","4,301","4,406",520,,,,
5,Spartan South Midlands League Premier Div.,19,0,8,1,Biggleswade United,,,"39,060","38,301","37,900","38,179","38,232",,"38,115","37,804","37,582","37,531","37,476",,"37,286","37,075","36,904",-401,,,,
5,Spartan South Midlands League Premier Div.,19,0,18,1,Colney Heath,,,"3,269","3,845","3,910","4,094","4,150",,"4,280","4,376","4,911","5,102","5,201",,"5,439","5,597","5,772",396,,,,
5,United Counties League Premier Div. North,20,0,11,1,Wisbech Town,"4,634","5,120","5,186","5,653","5,732","5,841","5,874","5,921","5,939","5,963","6,335","6,530","6,576",,"6,762","6,911","6,938",335,,,,
5,United Counties League Premier Div. South,18,0,6,1,Histon,"6,030","6,110","6,208","6,592","6,621","6,682","6,722","6,749","6,744","6,733","7,033","7,184","7,223",,"7,348","7,450","7,471",227,,,,
5,Western League Premier Div.,19,0,3,1,Barnstaple Town,"3,072","3,393","3,433","3,846","3,869","4,009","4,053","4,093","4,097","4,113","4,705","5,011","5,044",,"5,388","5,476","5,546",432,,,,
6,Combined Counties League Div. One,20,0,14,1,Molesey,,,"1,740","2,088","2,111","2,224","2,248",,"2,261","2,253","2,540",,"2,759",,282,426,485,"-2,333",,,,
6,Combined Counties League Div. One,20,0,16,1,Holmer Green,,,"2,317","2,499","2,509","2,624","2,660",,"2,677","2,683","2,844",,"2,953",,"3,021","3,080","3,149",127,,,,
6,Eastern Counties League Div. One North,18,0,10,1,Holbeach United,,,"3,606","3,836","3,863","4,004","4,032",,"4,071","4,105","4,425",,"4,559",,"4,689","4,869","4,967",310,,,,
6,Eastern Counties League Div. One North,20,0,14,1,Swaffham Town,,,"3,230","3,563","3,572","3,702","3,741",,"3,778","3,824","4,082",,"4,209",,"4,296","4,356","4,392",147,,,,
6,Eastern Counties League Div. One South,20,0,14,1,Tower Hamlets,,,"2,136","2,553","2,578","2,842","2,886",,"2,925","2,957","3,180",,"3,291",,"3,462","3,517","3,586",226,,,,
6,Eastern Counties League Div. One South,21,0,10,1,St. Margaretsbury,,,"3,485","3,881","3,872","4,007","4,064",,"4,106","4,147","4,400",,"4,503",,"4,543","4,567","4,591",64,,,,
6,Hellenic League Div. One,19,0,6,1,Calne Town,,,"1,542","1,848","1,864","2,023",,,"2,095","2,093","2,509",,"2,628",,"2,709","2,770","2,790",142,,,,
6,North West Counties League Div. One North,21,0,17,1,Runcorn Town,,,"5,958","6,333","6,309","6,475","6,493",,"6,520","6,544","7,185",,"7,601",,"7,806","8,192","8,367",591,,,,
6,Northern Counties East League Div. One,10,0,5,1,Staveley Miners Welfare,,,"4,798","5,419","5,480","5,569","5,588",,"5,772","5,860","6,427",,"6,802",,"6,964","7,138","7,188",336,,,,
6,Northern Counties East League Div. One,20,0,20,1,Athersley Recreation,,,"4,178","4,503","4,584","4,840","4,918",,"5,028","5,062","5,502",,"5,742",,"5,744","5,690","5,657",-52,,,,
6,Northern League Div. Two,20,0,4,1,Billingham Town,,,"7,079","7,629","7,629","7,921","7,999",,"8,104","8,112","8,514",,"8,872",,"9,128","9,259","9,327",387,,,,
6,Southern Combination League Div. One,20,0,13,1,East Preston,,,"3,409","3,759","3,805",334,374,,448,521,725,,945,,"1,102","1,204","1,240",259,,,,
6,Spartan South Midlands League Div. One,20,0,2,1,Northampton ON Chenecks,,,933,"1,084","1,072","1,117","1,127",,"1,164","1,180","1,333",,"1,616",,"1,762","1,930","2,027",314,,,,
6,SW Peninsula League Div. One East,19,0,11,1,Bridport,,,"2,541","2,871","2,890","2,955","2,967",,"3,009","3,000","3,237",,"3,370",,"3,508","3,576","3,578",206,,,,
6,Western League Div. One,20,0,9,1,Hallen,,,"2,452","3,018","3,047","3,223","3,282",,"3,320","3,356","3,696",,"3,910",,"4,026","4,081","4,123",171,,,,
2,National League South,1,2,24,0,Maidstone United,"20,827","21,088","21,440","22,777","22,700","22,911","23,026","23,153","23,260","23,377","24,874","26,643","26,865","27,788","28,159","29,062","29,293","2,197",,,,
3,Isthmian Premier League ,5,2,23,0,Cheshunt,"1,914","2,037","2,487","2,624","2,727","2,866","2,937","2,983","3,018","3,092","3,562","4,116","4,226","4,557","4,803","5,137","5,304",911,,,,
4,Isthmian League South East,3,2,20,0,Herne Bay,"4,719","5,062","5,110","5,889","5,974","6,277","6,328","6,366","6,399","6,416","6,777","7,187","7,281","7,501","7,619","7,831","7,987",550,,,,
4,Northern League East Div.,1,2,21,0,Liversedge,"3,799",,"3,881","4,276","4,324","4,503","4,552",,"4,793","4,940","6,072","6,645","6,715","7,078","7,257","7,491","7,551",776,,,,
4,Northern League East Div.,5,2,22,0,Belper Town,"6,554","7,233","7,330","8,672","8,803","9,003","9,121","9,207","9,344","9,392","10,119","10,860","10,957","11,325","11,522","11,904","12,004",947,,,,
4,Southern Div. One Central,1,2,22,0,Bedford Town,"5,256","5,866","5,972","6,659","6,724","6,903","7,084","7,157","7,213","7,262","8,013","8,530","8,604","8,955","9,103","9,366","9,690",762,,,,
4,Southern Div. One Central,6,2,20,0,North Leigh,"3,358","3,695","3,752","4,272","4,421","4,536","4,573","4,616","4,626","4,646","5,139","5,759","5,845","6,116","6,349","6,935","6,928","1,090",,,,
6,Southern Combination League Div. One,1,2,20,0,Roffey,,,"1,732","1,826","1,870","1,973",,,"2,087",,"2,519","2,667","2,781",,"2,954","3,172","3,250",391,,,,
2,National League South,11,1,21,0,Torquay United,"33,089","33,505","34,178","36,302","36,100","36,190","36,346","36,719","37,272","37,645","40,326","41,335","41,437","42,214","42,821","43,400","43,717","1,963",,,,
2,National League South,12,1,22,0,Yeovil Town,"46,430","46,670","47,230","50,878",,,,,,,"55,167","56,948","57,215","58,277","59,149","60,928","61,704","3,713",,,,
3,Isthmian Premier League ,10,1,21,0,Dulwich Hamlet,"21,056","21,692","22,243","25,381","25,900","26,545","26,684","26,967","27,324","27,643","30,964","32,226","32,369","33,490","34,321","35,060","35,403","2,691",,,,
3,Isthmian Premier League ,14,1,22,0,Concord Rangers,"12,838","13,062","13,293","14,803","15,200","15,791","15,930","16,193","16,370","16,617","17,610","18,022","18,135","18,465","18,693","18,954","19,043",819,,,,
3,Northern Premier Division,18,1,23,0,Bradford Park Avenue ,"9,609","9,831","10,118","11,439","11,600","11,916","11,983","12,155","12,553","12,647","13,617","14,104","14,154","14,569","14,807","15,128","15,253",974,,,,
3,Southern Premier Div. Central,8,1,21,0,Kettering Town,"7,820","8,154","8,515","10,095","10,100","10,461","10,557","10,678","10,989","10,992","12,344","13,098","13,171","13,416","13,657","13,952","14,138",781,,,,
3,Southern Premier Div. Central,15,1,22,0,Leamington,"9,105","9,208","9,507","10,508","10,600","10,990","11,079","11,189","12,004","12,080","13,035","13,686","13,833","14,344","14,529","14,955","15,052","1,122",,,,
3,Southern Premier Div. Central,20,1,24,0,AFC Telford United,"19,794","20,046","20,599","22,027","22,100","22,446","22,578","22,737","23,035","23,083","24,500","25,391","25,522","26,019","26,333","26,686","26,807","1,164",,,,
3,Southern Premier Div. South,13,1,24,0,Hungerford Town,"6,731","6,818","6,939","9,142","9,375","9,585","9,686","9,862","10,096","10,207","11,121","11,523","11,627","11,936","12,170","12,591","12,691",964,,,,
3,Southern Premier Div. South,14,1,19,0,Harrow Borough,"7,466","7,573","7,647","7,939","7,899","7,923","7,947","7,962","7,977","7,948","7,907","7,870","7,846","7,805","7,798","7,749","7,706",-97,,,,
4,Isthmian League North,16,1,19,0,Bowers & Pitsea,"4,756","4,838","5,021","5,951","6,110","6,365","6,472","6,549","6,569","6,641","7,548","7,860","7,920","8,131","8,234","8,568","8,777",648,,,,
4,Isthmian League North,18,1,22,0,Brightlinsea Regent,"4,653","4,714","4,816","5,276","5,322","5,416","5,443","5,493","5,513","5,643","6,388","6,610","6,607","6,719","6,861","6,988","7,067",381,,,,
4,Isthmian League South Central,14,1,21,0,Corinthian-Casuals,"20,545","21,027","21,763","25,278","25,900","26,656","28,133","28,884","28,966","29,599","34,628","35,503","35,549","36,272","36,949","37,715","37,790","2,166",,,,
4,Isthmian League South Central,18,1,22,0,Hartley Wintney,"3,901","3,989","4,095","4,798","4,874","5,027","5,114","5,241","5,240","5,303","5,918","6,222","6,306","6,587","6,798","6,976","7,007",670,,,,
4,Northern League Midlands Div.,6,1,21,0,Rushden & Diamonds,"7,785","7,916","8,064","8,880","8,901","9,079","9,152","9,204","9,200","9,214","9,838","10,273","10,302","10,604","10,726","11,155","11,303",853,,,,
4,Northern League West Div.,9,1,20,0,Hednesford,"12,628","12,732","12,857","13,666","13,700","13,986","14,082","14,152","14,317","14,338","14,907","15,157","15,163","15,578","15,687","15,944","16,185",781,,,,
4,Northern League West Div.,13,1,19,0,Nantwich Town,"7,346","7,964","8,329","9,453","9,540","9,663","9,783","9,843","10,036","10,040","10,704","10,981","11,011","11,570","11,712","12,066","12,176","1,055",,,,
4,Northern League West Div.,14,1,20,0,Stalybridge Celtic,"7,476","8,081","8,194","9,078","9,179","9,459","9,604","9,639","9,703","9,829","10,685","10,962","10,997","11,247","11,526","11,922","12,250",925,,,,
4,Southern Div. One Central,20,1,19,0,King's Langley,"3,133","3,233","3,541","4,599","4,661","4,878","4,976","5,087","5,117","5,142","5,721","5,964","6,011","6,249","6,342","6,488","6,567",477,,,,
4,Southern Div. One South,7,1,21,0,Yate Town,"4,904","4,973","5,049","5,784","5,765","5,995","6,063","6,099","6,084","6,078","7,535","7,755","7,793","8,075","8,371","8,571","8,681",778,,,,
